"genus_species","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num"
"Caulolatilus williamsi","Dooley &amp; Berry, 1977","dd",NA,NA,NA,NA,NA,NA,1310,"demersal",0.4690000153,NA
"Bathypterois oddi","Sulak, 1977","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Cynoglossus maccullochi","Norman, 1926","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Oneirodes epithales","Orr, 1991","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,914.5
"Heteroconger taylori","Castle &amp; Randall, 1995","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4790000153,10
"Callionymus platycephalus","Fricke, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08630000114,24
"Astrabe fasciata","Akihito &amp; Meguro, 1988","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.04800000191,1.5
"Chlopsis kazuko","Lavenberg, 1988","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1130000019,75
"Silhouettea evanida","Larson &amp; Miller, 1986","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Amblyeleotris callopareia","Polunin &amp; Lubbock, 1979","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07800000191,75
"Chaenopsis coheni","Böhlke, 1957","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,31.5
"Psednos andriashevi","Chernova, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.05300000191,NA
"Gymnapogon melanogaster","Gon &amp; Golani, 2002","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02299999952,1
"Cabillus macrophthalmus","(Weber, 1909)","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,260
"Bollmannia stigmatura","Gilbert, 1892","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,65
"Careproctus cactiformis","Andriashev, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,467.5
"Cirrhilabrus rhomboidalis","Randall, 1988","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.085,NA
"Apodocreedia vanderhorsti","de Beaufort, 1948","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.08,8
"Bathymaster derjugini","Lindberg, 1930","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,32.5
"Synclidopus macleayanus","(Ramsay, 1881)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.28,NA
"Psednos harteli","Chernova, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.04800000191,504
"Xenomystax trucidans","Alcock, 1894","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.645,NA
"Coelorinchus aratrum","Gilbert, 1905","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.355,626.5
"Congrogadus winterbottomi","Gill, Mooi &amp; Hutchins, 2000","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1189999962,0.5
"Acreichthys hajam","(Bleeker, 1851)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07,NA
"Thamnaconus fijiensis","Hutchins &amp; Matsuura, 1984","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1530000019,170
"Acanthistius brasilianus","(Cuvier, 1828)","dd",3.7,15.9,25.1,27,NA,4,NA,"benthopelagic",0.6,NA
"Plectranthias pallidus","Randall &amp; Hoese, 1995","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA
"Congrogadus amplimaculatus","(Winterbottom, 1980)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1289999962,NA
"Coloconger japonicus","Machida, 1984","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.56,NA
"Allomycterus pilatus","Whitley, 1931","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.5,155
"Careproctus minimus","Andriashev &amp; Stein, 1998","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Chromis flavicauda","(Günther, 1880)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07,55.5
"Callionymus whiteheadi","Fricke, 1981","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,160
"Careproctus mederi","Schmidt, 1916","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,576
"Halichoeres melas","Randall &amp; Earle, 1994","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1210000038,9.5
"Dactyloscopus zelotes","Jordan &amp; Gilbert, 1896","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07190000057,NA
"Platycephalus indicus","(Linnaeus, 1758)","dd",1.6,7,76.5167,142,"carnivorous",3.6,3500,"reef-associated",0.8,110
"Caulolatilus dooleyi","Berry, 1978","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.35,237.5
"Callionymus macclesfieldensis","Fricke, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.0503000021,79.5
"Prognatholiparis ptychomandibularis","Orr &amp; Busby, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.08800000191,NA
"Chirolophis snyderi","(Taranetz, 1938)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,245
"Asarcenchelys longimanus","McCosker, 1985","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Centropogon latifrons","Mees, 1962","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.125,NA
"Brachysomophis longipinnis","McCosker &amp; Randall, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4209999847,NA
"Austroglossus microlepis","(Bleeker, 1863)","dd",NA,NA,NA,NA,NA,NA,4000,"bathydemersal",0.75,250
"Araiophos eastropas","Ahlstrom &amp; Moser, 1969","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA
"Coelorinchus shcherbachevi","Iwamoto &amp; Merrett, 1997","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,812.5
"Antimora microlepis","Bean, 1890","dd",7.2,31.8,44.4433,84,NA,3.5,2100,"bathypelagic",0.75,NA
"Careproctus pallidus","(Vaillant, 1888)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,17
"Bathylaco macrophthalmus","Nielsen &amp; Larsen, 1968","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Serranus atricauda","Günther, 1874","dd",NA,NA,NA,NA,"carnivorous",4.3,NA,"demersal",0.2,30
"Cochlefelis insidiator","(Kailola, 2000)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,NA
"Prognathodes guezei","(Maugé &amp; Bauchot, 1976)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.11,NA
"Prognathodes guyotensis","(Yamamoto &amp; Tameka, 1982)","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.15,300
"Chaetodon ocellicaudus","Cuvier, 1831","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.15,26.5
"Chaetodon bennetti","Cuvier, 1831","dd",0.9,3.1,53.45,157,NA,3.3,NA,"reef-associated",0.2,NA
"Chaetodon andamanensis","Kuiter &amp; Debelius, 1999","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.15,25
"Chaetodon reticulatus","Cuvier, 1831","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.18,20.5
"Amphichaetodon melbae","Burgess &amp; Caldwell, 1978","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.145,11.5
"Apolemichthys guezei","(Randall &amp; Maugé, 1978)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.15,70
"Chaetodontoplus caeruleopunctatus","Yasuda &amp; Tominaga, 1976","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.2,27.5
"Conocara nigrum","(Günther, 1878)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Bathygobius ostreicola","(Chaudhuri, 1916)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05,NA
"Scomberomorus guttatus","(Bloch &amp; Schneider, 1801)","dd",1.9,8,55.1467,90,NA,4.3,NA,"pelagic-neritic",0.76,NA
"Istiompax indica","(Cuvier, 1832)","dd",NA,NA,NA,NA,NA,NA,750000,"pelagic-oceanic",4.65,457.5
"Tetrapturus angustirostris","Tanaka, 1915","dd",1.3,6.1,71.3167,236,NA,4.5,52000,"pelagic-oceanic",2.3,NA
"Rastrelliger brachysoma","(Bleeker, 1851)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.345,107.5
"Rastrelliger faughni","Matsui, 1967","dd",0.6,1.9,33.9933,66,NA,3.4,750,"pelagic-neritic",0.2,NA
"Rastrelliger kanagurta","(Cuvier, 1816)","dd",0.6,1.9,65.25,154,"omnivorous",3.2,NA,"pelagic-neritic",0.3,35.5
"Tetrapturus georgii","Lowe, 1841","dd",NA,NA,NA,NA,"carnivorous",4.4,21500,"pelagic-oceanic",1.5,100.5
"Scomberomorus sinensis","(Lacepède, 1800)","dd",4.1,20.7,1,1,NA,4.5,131,"pelagic-neritic",2.18,NA
"Scomberomorus plurilineatus","Fourmanoir, 1966","dd",1.2,4.9,34.7764409,129,NA,4.2,12500,"pelagic-neritic",1.2,NA
"Thunnus tonggol","(Bleeker, 1851)","dd",2,8.9,61.35,90,NA,4.5,35900,"pelagic-neritic",1.45,NA
"Scomberomorus niphonius","(Cuvier, 1832)","dd",0.8,3.2,14.09,7,NA,4.5,8010,"pelagic-neritic",1,NA
"Cerdale paludicola","Dawson, 1974","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Cerdale prolata","Dawson, 1974","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Clarkichthys bilineatus","(Clark, 1936)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06199999809,4
"Microdesmus affinis","Meek &amp; Hildebrand, 1928","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Microdesmus dipus","Günther, 1864","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08800000191,NA
"Microdesmus dorsipunctatus","Dawson, 1968","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,0.5
"Microdesmus hildebrandi","Reid, 1936","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Microdesmus intermedius","Meek &amp; Hildebrand, 1928","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Microdesmus knappi","Dawson, 1972","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Microdesmus multiradiatus","Meek &amp; Hildebrand, 1928","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Microdesmus retropinnis","Jordan &amp; Gilbert, 1882","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.11,NA
"Microdesmus suttkusi","Gilbert, 1966","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1044999981,1
"Sphyraena lucasana","Gill, 1863","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.7,NA
"Cynoponticus coniceps","(Jordan &amp; Gilbert, 1882)","dd",0.1,0,36.78,38,NA,4,11000,"demersal",2.02,NA
"Phthanophaneron harveyi","(Rosenblatt &amp; Montgomery, 1976)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08,34
"Bathygadus sulcatus","(Smith &amp; Radcliffe, 1912)","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,843.5
"Coelorinchus dorsalis","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,404.5
"Coelorinchus macrolepis","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"Coelorinchus notatus","Smith &amp; Radcliffe, 1912","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"Coelorinchus sexradiatus","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,412.5
"Coelorinchus triocellatus","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,445.5
"Coelorinchus weberi","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"Coryphaenoides camurus","(Smith &amp; Radcliffe, 1912","dd",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA
"Coryphaenoides dubius","(Smith &amp; Radcliffe, 1912","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"Gadomus magnifilis","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,1105
"Plagiotremus iosodon","Smith-Vaniz, 1976","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.045,6
"Equulites laterofenestra","(Sparks &amp; Chakrabarty, 2007)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1278999996,43
"Hypoatherina crenolepis","(Schultz, 1953)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.065,NA
"Sebastapistes taeniophrys","(Fowler, 1943)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.025,NA
"Sillago argentifasciata","Martin &amp; Montalban, 1935","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Gobionellus liolepis","(Meek &amp; Hildebrand, 1928)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1430000019,NA
"Aplatophis zorro","McCosker &amp; Robertson, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",1.039000015,7.5
"Tanyemblemaria alleni","Hastings, 1992","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05400000095,NA
"Ilypnus luculentus","(Ginsburg, 1938)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Lythrypnus cobalus","Bussing, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Gobiosoma nudum","(Meek &amp; Hildebrand, 1928)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.045,NA
"Cottoclinus canops","McCosker, Stephens &amp; Rosenblatt, 2003","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.04519999981,NA
"Paralabrax callaensis","Starks 1906","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,NA
"Heteroconger canabus","(Cowan &amp; Rosenblatt, 1974)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.8,NA
"Gobiesox crassicorpus","(Briggs, 1951)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Gordiichthys combibus","McCosker &amp; Lavenberg, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4059999847,1
"Labrisomus wigginsi","Hubbs, 1953","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Paraclinus altivelis","(Lockington, 1881)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Semicossyphus darwini","(Jenyns, 1842)","dd",NA,NA,NA,NA,NA,NA,4000,"reef-associated",0.7,51.5
"Uropterygius polystictus","Myers &amp; Wade, 1941","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.72,17.5
"Gobiesox marijeanae","Briggs, 1960","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05400000095,NA
"Paralabrax loro","Walford 1936","dd",2.6,10.2,39.25,37,NA,NA,NA,"demersal",0.38,NA
"Xenichthys rupestris","Hildebrand, 1946","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Starksia posthon","Rosenblatt &amp; Taylor, 1971","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.04,NA
"Gymnothorax eurygnathos","Böhlke, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4690000153,NA
"Gobiesox milleri","Briggs, 1955","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Opistognathus walkeri","Bussing &amp; Lavenberg, 2003","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1172000027,55.5
"Batrachoides walkeri","Collette &amp; Russo, 1981","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.17,NA
"Lythrypnus rhizophora","(Heller &amp; Snodgrass, 1903)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.03400000095,10.5
"Notarius armbrusteri","Betancur-R. &amp; Acero P., 2006","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1770000076,NA
"Aboma etheostoma","Jordan &amp; Starks, 1895","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03400000095,NA
"Chriolepis tagus","Ginsburg, 1953","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.01600000024,NA
"Opistognathus brochus","Bussing &amp; Lavenberg, 2003","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05400000095,51
"Bollmannia marginalis","Ginsburg, 1939","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,65
"Atherinella nesiotes","(Myers &amp; Wade 1942)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1,NA
"Bollmannia gomezi","Acero P., 1981","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,65
"Opistognathus smithvanizi","Bussing &amp; Lavenberg, 2003","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05610000134,14.5
"Cathorops steindachneri","(Gilbert &amp; Starks, 1904)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.36,NA
"Chaenopsis deltarrhis","Böhlke, 1957","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.075,17
"Gobiesox stenocephalus","Briggs, 1955","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Merluccius gayi","(Guichenot, 1848)","dd",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.87,275
"Halichoeres aestuaricola","Bussing, 1972","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.22,2.5
"Orthopristis forbesi","Jordan &amp; Starks, 1897","dd",2.6,9.8,2.85,3,NA,NA,NA,"reef-associated",0.305,NA
"Callechelys cliffi","Böhlke &amp; Briggs, 1954","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.455,15
"Parrella fusca","Ginsburg, 1939","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08,5.5
"Gobionellus daguae","(Eigenmann, 1918)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.09569999695,NA
"Notarius insculptus","(Jordan &amp; Gilbert, 1883)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.325,NA
"Paralichthys woolmani","Jordan &amp; Williams, 1897","dd",3,13.1,41.82,37,NA,4.5,NA,"demersal",0.8,NA
"Pherallodiscus varius","Briggs, 1955","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Cryptotrema seftoni","Hubbs, 1954","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,31.5
"Trinectes opercularis","(Nichols &amp; Murphy, 1944)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,NA
"Bollmannia ocellata","Gilbert, 1892","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,65
"Emblemaria nivipes","Jordan &amp; Gilbert, 1883","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.04199999809,17.5
"Notarius lentiginosus","(Eigenmann &amp; Eigenmann, 1888)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,NA
"Orthopristis lethopristis","Jordan &amp; Fesler, 1889","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2379999924,NA
"Evermannia panamensis","Gilbert &amp; Starks, 1904","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Pomadasys empherus","Bussing, 1993","dd",1.7,5.9,2.98,5,NA,NA,NA,"benthopelagic",0.21,NA
"Paralabrax auroguttatus","Walford 1936","dd",4.1,17.9,14.99,15,NA,NA,2720,"demersal",0.71,NA
"Scorpaena guttata","Girard 1854","dd",5.3,21.9,12.6439,15,NA,NA,NA,"demersal",0.43,NA
"Malacoctenus costaricanus","Springer, 1959","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Protemblemaria perla","Hastings, 2001","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04079999924,NA
"Cathorops tuyra","(Meek &amp; Hildebrand, 1923)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.29,NA
"Paralabrax humeralis","(Valenciennes, 1828)","dd",2.1,8.5,52.0333,43,NA,4.1,2462,"benthopelagic",0.545,NA
"Leuropharus lasiops","Rosenblatt &amp; McCosker, 1970","dd",0.8,2.4,1.0033,1,NA,NA,NA,"demersal",0.17,NA
"Cerdale ionthas","Jordan &amp; Gilbert, 1882","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.075,0.5
"Akko brevis","(Günther, 1864)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Citharichthys gordae","Beebe &amp; Tee-Van, 1938","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1469999981,109.5
"Hemilutjanus macrophthalmos","(Tschudi, 1846)","dd",NA,NA,NA,NA,NA,NA,1741,"pelagic-neritic",0.5,32.5
"Akko rossi","Van Tassell &amp; Baldwin, 2004","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.09,8.5
"Bollmannia umbrosa","Ginsburg, 1939","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,NA
"Citharichthys gnathus","Hoshino &amp; Amaoka 1999","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1322000027,NA
"Ekemblemaria lira","Hastings, 1992","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Opistognathus fenmutis","Acero P. &amp; Franke, 1993","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2710000038,67.5
"Ethadophis byrnei","Rosenblatt &amp; McCosker, 1970","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.51,NA
"Callechelys galapagensis","McCosker &amp; Rosenblatt, 1972","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Ophichthus apachus","McCosker &amp; Rosenblatt, 1998","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2310000038,4
"Leptenchelys vermiformis","Myers &amp; Wade, 1941","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.115,NA
"Bollmannia macropoma","Gilbert, 1892","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Lythrypnus alphigena","Bussing, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Pomadasys schyrii","Steindachner, 1900","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Evermannia erici","Bussing, 1983","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Guavina micropus","Ginsburg, 1953","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Orthopristis cantharinus","(Jenyns, 1840)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.38,30
"Paraclinus ditrichus","Rosenblatt &amp; Parr, 1969","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,3
"Starksia hoesei","Rosenblatt &amp; Taylor, 1971","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,28
"Chriolepis cuneata","Bussing, 1990","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Labrisomus pomaspilus","Springer &amp; Rosenblatt, 1965","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Parrella ginsburgi","Wade, 1946","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08,5.5
"Trachurus murphyi","Nichols, 1920","dd",7.1,31.9,53.7732,154,NA,3.5,NA,"pelagic-oceanic",0.7,NA
"Gymnothorax serratidens","(Hildebrand &amp; Barton, 1949)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Brotula clarkae","Hubbs, 1944","dd",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",1.15,NA
"Barbulifer mexicanus","Hoese &amp; Larson, 1985","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Evermannia longipinnis","(Steindachner, 1879)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Exocoetus peruvianus","(Parin &amp; Shakhovskoy 2000)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",NA,NA
"Tomicodon prodomus","Briggs, 1969","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Lythrypnus solanensis","Acero P., 1981","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Barbulifer pantherinus","(Pellegrin, 1901)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05199999809,16
"Emblemaria walkeri","Stephens, 1963","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.065,12.5
"Hypsoblennius caulopus","(Gilbert, 1898)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.09,NA
"Carapus dubius","(Putnam, 1874)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,40.5
"Starksia lepidogaster","Rosenblatt &amp; Taylor, 1971","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,6.5
"Coris nigrotaenia","Mee &amp; Hare, 1995","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.435,11
"Bodianus tanyokidus","Gomon &amp; Madden, 1981","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1770000076,NA
"Leptojulis lambdastigma","Randall &amp; Ferraris, 1981","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1364999962,75.5
"Xyrichtys rajagopalani","Venkataramanujam, Venkataramani &amp; Ramanathan, 1987","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Thalassoma sanctaehelenae","(Valenciennes, 1839)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Iniistius cyanifrons","(Valenciennes, 1840)","dd",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1489999962,NA
"Cirrhilabrus tonozukai","Allen &amp; Kuiter, 1999","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.075,27.5
"Bodianus thoracotaeniatus","Yamamoto, 1982","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1480000019,357.5
"Iniistius trivittatus","(Randall &amp; Cornish, 2000)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.3,5
"Thalassoma loxum","Randall &amp; Mee, 1994","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,1
"Halichoeres bleekeri","(Steindachner &amp; Döderlein, 1887)","dd",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1219999981,NA
"Pteragogus aurigarius","(Richardson, 1845)","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.17,NA
"Bodianus neopercularis","Gomon, 2006","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.09720000267,NA
"Wetmorella tanakai","Randall &amp; Kuiter, 2007","dd",0.8,1.8,NA,NA,NA,NA,NA,"reef-associated",0.037,NA
"Cirrhilabrus brunneus","Allen, 2006","dd",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04360000134,45
