"genus_species","iucn_authority","iucn_category","lat_range","long_range","trophic_level","mature_age","longevity","diet","mass_g","length_m","depth_num","depth_zone"
"Apogon semilineatus","Temminck &amp; Schlegel, 1842","dd",47.98,40,3.4,0.8,2.3,NA,NA,0.12,NA,NA
"Coelorinchus velifer","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,NA,346.5,"bathydemersal"
"Suezichthys bifurcatus","Russell, 1986","dd",1,1,NA,1.2,3.4,NA,NA,0.09,NA,NA
"Caulolatilus williamsi","Dooley &amp; Berry, 1977","dd",NA,NA,NA,NA,NA,NA,1310,0.4690000153,NA,"demersal"
"Bathypterois oddi","Sulak, 1977","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bathydemersal"
"Cynoglossus maccullochi","Norman, 1926","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Oneirodes epithales","Orr, 1991","dd",NA,NA,NA,NA,NA,NA,NA,NA,914.5,"bathypelagic"
"Heteroconger taylori","Castle &amp; Randall, 1995","dd",NA,NA,NA,NA,NA,NA,NA,0.4790000153,10,"demersal"
"Callionymus platycephalus","Fricke, 1983","dd",NA,NA,NA,NA,NA,NA,NA,0.08630000114,24,"demersal"
"Astrabe fasciata","Akihito &amp; Meguro, 1988","dd",NA,NA,NA,NA,NA,NA,NA,0.04800000191,1.5,"demersal"
"Chlopsis kazuko","Lavenberg, 1988","dd",NA,NA,NA,NA,NA,NA,NA,0.1130000019,75,"demersal"
"Silhouettea evanida","Larson &amp; Miller, 1986","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Amblyeleotris callopareia","Polunin &amp; Lubbock, 1979","dd",NA,NA,NA,NA,NA,NA,NA,0.07800000191,75,"demersal"
"Chaenopsis coheni","B<f6>hlke, 1957","dd",NA,NA,NA,NA,NA,NA,NA,NA,31.5,"demersal"
"Psednos andriashevi","Chernova, 2001","dd",NA,NA,NA,NA,NA,NA,NA,0.05300000191,NA,"bathypelagic"
"Gymnapogon melanogaster","Gon &amp; Golani, 2002","dd",NA,NA,NA,NA,NA,NA,NA,0.02299999952,1,"reef-associated"
"Cabillus macrophthalmus","(Weber, 1909)","dd",NA,NA,NA,NA,NA,NA,NA,NA,260,"bathydemersal"
"Bollmannia stigmatura","Gilbert, 1892","dd",NA,NA,NA,NA,NA,NA,NA,0.14,65,"demersal"
"Careproctus cactiformis","Andriashev, 1990","dd",NA,NA,NA,NA,NA,NA,NA,NA,467.5,"bathydemersal"
"Cirrhilabrus rhomboidalis","Randall, 1988","dd",NA,NA,NA,NA,NA,NA,NA,0.085,NA,"reef-associated"
"Apodocreedia vanderhorsti","de Beaufort, 1948","dd",NA,NA,NA,NA,NA,NA,NA,0.08,8,"benthopelagic"
"Bathymaster derjugini","Lindberg, 1930","dd",NA,NA,NA,NA,NA,NA,NA,0.18,32.5,"demersal"
"Synclidopus macleayanus","(Ramsay, 1881)","dd",NA,NA,NA,NA,NA,NA,NA,0.28,NA,"demersal"
"Psednos harteli","Chernova, 2001","dd",NA,NA,NA,NA,NA,NA,NA,0.04800000191,504,"bathydemersal"
"Xenomystax trucidans","Alcock, 1894","dd",NA,NA,NA,NA,NA,NA,NA,0.645,NA,"bathydemersal"
"Coelorinchus aratrum","Gilbert, 1905","dd",NA,NA,NA,NA,NA,NA,NA,0.355,626.5,"benthopelagic"
"Congrogadus winterbottomi","Gill, Mooi &amp; Hutchins, 2000","dd",NA,NA,NA,NA,NA,NA,NA,0.1189999962,0.5,"demersal"
"Acreichthys hajam","(Bleeker, 1851)","dd",NA,NA,NA,NA,NA,NA,NA,0.07,NA,"demersal"
"Thamnaconus fijiensis","Hutchins &amp; Matsuura, 1984","dd",NA,NA,NA,NA,NA,NA,NA,0.1530000019,170,"pelagic-neritic"
"Acanthistius brasilianus","(Cuvier, 1828)","dd",25.1,27,4,3.7,15.9,NA,NA,0.6,NA,NA
"Plectranthias pallidus","Randall &amp; Hoese, 1995","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bathypelagic"
"Congrogadus amplimaculatus","(Winterbottom, 1980)","dd",NA,NA,NA,NA,NA,NA,NA,0.1289999962,NA,"demersal"
"Coloconger japonicus","Machida, 1984","dd",NA,NA,NA,NA,NA,NA,NA,0.56,NA,"bathydemersal"
"Allomycterus pilatus","Whitley, 1931","dd",NA,NA,NA,NA,NA,NA,NA,0.5,155,"demersal"
"Careproctus minimus","Andriashev &amp; Stein, 1998","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Chromis flavicauda","(G<fc>nther, 1880)","dd",NA,NA,NA,NA,NA,NA,NA,0.07,55.5,"reef-associated"
"Callionymus whiteheadi","Fricke, 1981","dd",NA,NA,NA,NA,NA,NA,NA,NA,160,"demersal"
"Careproctus mederi","Schmidt, 1916","dd",NA,NA,NA,NA,NA,NA,NA,NA,576,"bathydemersal"
"Halichoeres melas","Randall &amp; Earle, 1994","dd",NA,NA,NA,NA,NA,NA,NA,0.1210000038,9.5,"reef-associated"
"Dactyloscopus zelotes","Jordan &amp; Gilbert, 1896","dd",NA,NA,NA,NA,NA,NA,NA,0.07190000057,NA,"demersal"
"Platycephalus indicus","(Linnaeus, 1758)","dd",76.5167,142,3.6,1.6,7,"carnivorous",3500,0.8,110,NA
"Caulolatilus dooleyi","Berry, 1978","dd",NA,NA,NA,NA,NA,NA,NA,0.35,237.5,"bathydemersal"
"Callionymus macclesfieldensis","Fricke, 1983","dd",NA,NA,NA,NA,NA,NA,NA,0.0503000021,79.5,"demersal"
"Prognatholiparis ptychomandibularis","Orr &amp; Busby, 2001","dd",NA,NA,NA,NA,NA,NA,NA,0.08800000191,NA,"bathydemersal"
"Chirolophis snyderi","(Taranetz, 1938)","dd",NA,NA,NA,3.3,10,"benthivorous",NA,0.2,NA,"demersal"
"Chirolophis snyderi","(Taranetz, 1938)","dd",NA,NA,NA,3.3,10,"benthivorous",NA,0.2,NA,"demersal"
"Chirolophis snyderi","(Taranetz, 1938)","dd",NA,NA,NA,3.3,10,"benthivorous",NA,0.2,NA,"demersal"
"Asarcenchelys longimanus","McCosker, 1985","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Centropogon latifrons","Mees, 1962","dd",NA,NA,NA,NA,NA,NA,NA,0.125,NA,"reef-associated"
"Brachysomophis longipinnis","McCosker &amp; Randall, 2001","dd",NA,NA,NA,NA,NA,NA,NA,0.4209999847,NA,"demersal"
"Austroglossus microlepis","(Bleeker, 1863)","dd",NA,NA,NA,NA,NA,NA,4000,0.75,250,"bathydemersal"
"Araiophos eastropas","Ahlstrom &amp; Moser, 1969","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bathypelagic"
"Coelorinchus shcherbachevi","Iwamoto &amp; Merrett, 1997","dd",NA,NA,NA,NA,NA,NA,NA,NA,812.5,"bathydemersal"
"Antimora microlepis","Bean, 1890","dd",44.4433,84,3.5,12.5,20,"benthivorous",2100,0.75,NA,"bathydemersal"
"Antimora microlepis","Bean, 1890","dd",44.4433,84,3.5,12.5,20,"benthivorous",2100,0.75,NA,"bathydemersal"
"Antimora microlepis","Bean, 1890","dd",44.4433,84,3.5,12.5,20,"benthivorous",2100,0.75,NA,"bathydemersal"
"Antimora microlepis","Bean, 1890","dd",44.4433,84,3.5,12.5,20,"benthivorous",2100,0.75,NA,"bathydemersal"
"Antimora microlepis","Bean, 1890","dd",44.4433,84,3.5,12.5,20,"benthivorous",2100,0.75,NA,"bathydemersal"
"Careproctus pallidus","(Vaillant, 1888)","dd",NA,NA,NA,NA,NA,NA,NA,NA,17,"demersal"
"Bathylaco macrophthalmus","Nielsen &amp; Larsen, 1968","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bathydemersal"
"Serranus atricauda","G<fc>nther, 1874","dd",NA,NA,4.3,NA,NA,"carnivorous",NA,0.2,30,NA
"Cochlefelis insidiator","(Kailola, 2000)","dd",NA,NA,NA,NA,NA,NA,NA,0.35,NA,"demersal"
"Prognathodes guezei","(Maug<e9> &amp; Bauchot, 1976)","dd",NA,NA,NA,NA,NA,NA,NA,0.11,NA,"reef-associated"
"Prognathodes guyotensis","(Yamamoto &amp; Tameka, 1982)","dd",NA,NA,NA,NA,NA,NA,NA,0.15,300,"bathydemersal"
"Chaetodon ocellicaudus","Cuvier, 1831","dd",NA,NA,NA,NA,NA,NA,NA,0.15,26.5,"reef-associated"
"Chaetodon bennetti","Cuvier, 1831","dd",53.45,157,3.3,0.9,3.1,NA,NA,0.2,NA,NA
"Chaetodon andamanensis","Kuiter &amp; Debelius, 1999","dd",NA,NA,NA,NA,NA,NA,NA,0.15,25,"reef-associated"
"Chaetodon reticulatus","Cuvier, 1831","dd",NA,NA,NA,NA,NA,NA,NA,0.18,20.5,"reef-associated"
"Amphichaetodon melbae","Burgess &amp; Caldwell, 1978","dd",NA,NA,NA,NA,NA,NA,NA,0.145,11.5,"reef-associated"
"Apolemichthys guezei","(Randall &amp; Maug<e9>, 1978)","dd",NA,NA,NA,NA,NA,NA,NA,0.15,70,"reef-associated"
"Chaetodontoplus caeruleopunctatus","Yasuda &amp; Tominaga, 1976","dd",NA,NA,NA,NA,NA,NA,NA,0.2,27.5,"reef-associated"
"Conocara nigrum","(G<fc>nther, 1878)","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Bathygobius ostreicola","(Chaudhuri, 1916)","dd",NA,NA,NA,NA,NA,NA,NA,0.05,NA,"demersal"
"Scomberomorus guttatus","(Bloch &amp; Schneider, 1801)","dd",55.1467,90,4.3,1.9,8,NA,NA,0.76,NA,NA
"Istiompax indica","(Cuvier, 1832)","dd",NA,NA,NA,NA,NA,NA,750000,4.65,457.5,"pelagic-oceanic"
"Tetrapturus angustirostris","Tanaka, 1915","dd",71.3167,236,4.5,1.3,6.1,NA,52000,2.3,NA,NA
"Rastrelliger brachysoma","(Bleeker, 1851)","dd",NA,NA,NA,NA,NA,NA,NA,0.345,107.5,"pelagic-neritic"
"Rastrelliger faughni","Matsui, 1967","dd",33.9933,66,3.4,0.6,1.9,NA,750,0.2,NA,NA
"Rastrelliger kanagurta","(Cuvier, 1816)","dd",65.25,154,3.2,0.6,1.9,"omnivorous",NA,0.3,35.5,NA
"Tetrapturus georgii","Lowe, 1841","dd",NA,NA,4.4,NA,NA,"carnivorous",21500,1.5,100.5,NA
"Scomberomorus sinensis","(Lacep<e8>de, 1800)","dd",1,1,4.5,4.1,20.7,NA,131,2.18,NA,NA
"Scomberomorus plurilineatus","Fourmanoir, 1966","dd",34.7764409,129,4.2,1.2,4.9,NA,12500,1.2,NA,NA
"Thunnus tonggol","(Bleeker, 1851)","dd",61.35,90,4.5,2,8.9,NA,35900,1.45,NA,NA
"Scomberomorus niphonius","(Cuvier, 1832)","dd",14.09,7,4.5,0.8,3.2,NA,8010,1,NA,NA
"Cerdale paludicola","Dawson, 1974","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Cerdale prolata","Dawson, 1974","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Clarkichthys bilineatus","(Clark, 1936)","dd",NA,NA,NA,NA,NA,NA,NA,0.06199999809,4,"reef-associated"
"Microdesmus affinis","Meek &amp; Hildebrand, 1928","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Microdesmus dipus","G<fc>nther, 1864","dd",NA,NA,NA,NA,NA,NA,NA,0.08800000191,NA,"demersal"
"Microdesmus dorsipunctatus","Dawson, 1968","dd",NA,NA,NA,NA,NA,NA,NA,NA,0.5,"demersal"
"Microdesmus hildebrandi","Reid, 1936","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Microdesmus intermedius","Meek &amp; Hildebrand, 1928","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Microdesmus knappi","Dawson, 1972","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Microdesmus multiradiatus","Meek &amp; Hildebrand, 1928","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Microdesmus retropinnis","Jordan &amp; Gilbert, 1882","dd",NA,NA,NA,NA,NA,NA,NA,0.11,NA,"demersal"
"Microdesmus suttkusi","Gilbert, 1966","dd",NA,NA,NA,NA,NA,NA,NA,0.1044999981,1,"demersal"
"Sphyraena lucasana","Gill, 1863","dd",NA,NA,NA,NA,NA,NA,NA,0.7,NA,"pelagic-neritic"
"Cynoponticus coniceps","(Jordan &amp; Gilbert, 1882)","dd",36.78,38,4,0.1,0,NA,11000,2.02,NA,NA
"Phthanophaneron harveyi","(Rosenblatt &amp; Montgomery, 1976)","dd",NA,NA,NA,NA,NA,NA,NA,0.08,34,"demersal"
"Bathygadus sulcatus","(Smith &amp; Radcliffe, 1912)","dd",NA,NA,NA,NA,NA,NA,NA,NA,843.5,"bathydemersal"
"Coelorinchus dorsalis","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,NA,404.5,"benthopelagic"
"Coelorinchus macrolepis","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic"
"Coelorinchus notatus","Smith &amp; Radcliffe, 1912","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic"
"Coelorinchus sexradiatus","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,NA,412.5,"bathydemersal"
"Coelorinchus triocellatus","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,NA,445.5,"benthopelagic"
"Coelorinchus weberi","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic"
"Coryphaenoides camurus","(Smith &amp; Radcliffe, 1912","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"bathypelagic"
"Coryphaenoides dubius","(Smith &amp; Radcliffe, 1912","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic"
"Gadomus magnifilis","Gilbert &amp; Hubbs, 1920","dd",NA,NA,NA,NA,NA,NA,NA,NA,1105,"bathydemersal"
"Plagiotremus iosodon","Smith-Vaniz, 1976","dd",NA,NA,NA,NA,NA,NA,NA,0.045,6,"demersal"
"Equulites laterofenestra","(Sparks &amp; Chakrabarty, 2007)","dd",NA,NA,NA,NA,NA,NA,NA,0.1278999996,43,"demersal"
"Hypoatherina crenolepis","(Schultz, 1953)","dd",NA,NA,NA,NA,NA,NA,NA,0.065,NA,"pelagic-neritic"
"Sebastapistes taeniophrys","(Fowler, 1943)","dd",NA,NA,NA,NA,NA,NA,NA,0.025,NA,"demersal"
"Sillago argentifasciata","Martin &amp; Montalban, 1935","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Gobionellus liolepis","(Meek &amp; Hildebrand, 1928)","dd",NA,NA,NA,NA,NA,NA,NA,0.1430000019,NA,"demersal"
"Aplatophis zorro","McCosker &amp; Robertson, 2001","dd",NA,NA,NA,NA,NA,NA,NA,1.039000015,7.5,"demersal"
"Tanyemblemaria alleni","Hastings, 1992","dd",NA,NA,NA,NA,NA,NA,NA,0.05400000095,NA,"demersal"
"Ilypnus luculentus","(Ginsburg, 1938)","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Lythrypnus cobalus","Bussing, 1990","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Gobiosoma nudum","(Meek &amp; Hildebrand, 1928)","dd",NA,NA,NA,NA,NA,NA,NA,0.045,NA,"reef-associated"
"Cottoclinus canops","McCosker, Stephens &amp; Rosenblatt, 2003","dd",NA,NA,NA,NA,NA,NA,NA,0.04519999981,NA,"pelagic-neritic"
"Paralabrax callaensis","Starks 1906","dd",NA,NA,NA,NA,NA,NA,NA,0.35,NA,"demersal"
"Heteroconger canabus","(Cowan &amp; Rosenblatt, 1974)","dd",NA,NA,NA,NA,NA,NA,NA,0.8,NA,"demersal"
"Gobiesox crassicorpus","(Briggs, 1951)","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Gordiichthys combibus","McCosker &amp; Lavenberg, 2001","dd",NA,NA,NA,NA,NA,NA,NA,0.4059999847,1,"demersal"
"Labrisomus wigginsi","Hubbs, 1953","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Paraclinus altivelis","(Lockington, 1881)","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"reef-associated"
"Semicossyphus darwini","(Jenyns, 1842)","dd",NA,NA,NA,NA,NA,NA,4000,0.7,51.5,"reef-associated"
"Uropterygius polystictus","Myers &amp; Wade, 1941","dd",NA,NA,NA,NA,NA,NA,NA,0.72,17.5,"reef-associated"
"Gobiesox marijeanae","Briggs, 1960","dd",NA,NA,NA,NA,NA,NA,NA,0.05400000095,NA,"demersal"
"Paralabrax loro","Walford 1936","dd",39.25,37,NA,2.6,10.2,NA,NA,0.38,NA,NA
"Xenichthys rupestris","Hildebrand, 1946","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Starksia posthon","Rosenblatt &amp; Taylor, 1971","dd",NA,NA,NA,NA,NA,NA,NA,0.04,NA,"demersal"
"Gymnothorax eurygnathos","B<f6>hlke, 2001","dd",NA,NA,NA,NA,NA,NA,NA,0.4690000153,NA,"bathydemersal"
"Gobiesox milleri","Briggs, 1955","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Opistognathus walkeri","Bussing &amp; Lavenberg, 2003","dd",NA,NA,NA,NA,NA,NA,NA,0.1172000027,55.5,"demersal"
"Batrachoides walkeri","Collette &amp; Russo, 1981","dd",NA,NA,NA,NA,NA,NA,NA,0.17,NA,"demersal"
"Lythrypnus rhizophora","(Heller &amp; Snodgrass, 1903)","dd",NA,NA,NA,NA,NA,NA,NA,0.03400000095,10.5,"reef-associated"
"Notarius armbrusteri","Betancur-R. &amp; Acero P., 2006","dd",NA,NA,NA,NA,NA,NA,NA,0.1770000076,NA,"demersal"
"Aboma etheostoma","Jordan &amp; Starks, 1895","dd",NA,NA,NA,NA,NA,NA,NA,0.03400000095,NA,"demersal"
"Chriolepis tagus","Ginsburg, 1953","dd",NA,NA,NA,NA,NA,NA,NA,0.01600000024,NA,"demersal"
"Opistognathus brochus","Bussing &amp; Lavenberg, 2003","dd",NA,NA,NA,NA,NA,NA,NA,0.05400000095,51,"demersal"
"Bollmannia marginalis","Ginsburg, 1939","dd",NA,NA,NA,NA,NA,NA,NA,NA,65,"demersal"
"Atherinella nesiotes","(Myers &amp; Wade 1942)","dd",NA,NA,NA,NA,NA,NA,NA,0.1,NA,"pelagic-neritic"
"Bollmannia gomezi","Acero P., 1981","dd",NA,NA,NA,NA,NA,NA,NA,0.14,65,"demersal"
"Opistognathus smithvanizi","Bussing &amp; Lavenberg, 2003","dd",NA,NA,NA,NA,NA,NA,NA,0.05610000134,14.5,"demersal"
"Cathorops steindachneri","(Gilbert &amp; Starks, 1904)","dd",NA,NA,NA,NA,NA,NA,NA,0.36,NA,"demersal"
"Chaenopsis deltarrhis","B<f6>hlke, 1957","dd",NA,NA,NA,NA,NA,NA,NA,0.075,17,"demersal"
"Gobiesox stenocephalus","Briggs, 1955","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Merluccius gayi","(Guichenot, 1848)","dd",NA,NA,NA,NA,NA,NA,NA,0.87,275,"bathydemersal"
"Halichoeres aestuaricola","Bussing, 1972","dd",NA,NA,NA,NA,NA,NA,NA,0.22,2.5,"demersal"
"Orthopristis forbesi","Jordan &amp; Starks, 1897","dd",2.85,3,NA,2.6,9.8,NA,NA,0.305,NA,NA
"Callechelys cliffi","B<f6>hlke &amp; Briggs, 1954","dd",NA,NA,NA,NA,NA,NA,NA,0.455,15,"demersal"
"Parrella fusca","Ginsburg, 1939","dd",NA,NA,NA,NA,NA,NA,NA,0.08,5.5,"demersal"
"Gobionellus daguae","(Eigenmann, 1918)","dd",NA,NA,NA,NA,NA,NA,NA,0.09569999695,NA,"demersal"
"Notarius insculptus","(Jordan &amp; Gilbert, 1883)","dd",NA,NA,NA,NA,NA,NA,NA,0.325,NA,"demersal"
"Paralichthys woolmani","Jordan &amp; Williams, 1897","dd",41.82,37,4.5,3,13.1,NA,NA,0.8,NA,NA
"Pherallodiscus varius","Briggs, 1955","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Cryptotrema seftoni","Hubbs, 1954","dd",NA,NA,NA,NA,NA,NA,NA,NA,31.5,"demersal"
"Trinectes opercularis","(Nichols &amp; Murphy, 1944)","dd",NA,NA,NA,NA,NA,NA,NA,0.15,NA,"demersal"
"Bollmannia ocellata","Gilbert, 1892","dd",NA,NA,NA,NA,NA,NA,NA,0.14,65,"demersal"
"Emblemaria nivipes","Jordan &amp; Gilbert, 1883","dd",NA,NA,NA,NA,NA,NA,NA,0.04199999809,17.5,"demersal"
"Notarius lentiginosus","(Eigenmann &amp; Eigenmann, 1888)","dd",NA,NA,NA,NA,NA,NA,NA,0.35,NA,"demersal"
"Orthopristis lethopristis","Jordan &amp; Fesler, 1889","dd",NA,NA,NA,NA,NA,NA,NA,0.2379999924,NA,"demersal"
"Evermannia panamensis","Gilbert &amp; Starks, 1904","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Pomadasys empherus","Bussing, 1993","dd",2.98,5,NA,1.7,5.9,NA,NA,0.21,NA,NA
"Paralabrax auroguttatus","Walford 1936","dd",14.99,15,NA,4.1,17.9,NA,2720,0.71,NA,NA
"Scorpaena guttata","Girard 1854","dd",12.6439,15,NA,2,21,"generalist",NA,0.43,NA,"demersal"
"Scorpaena guttata","Girard 1854","dd",12.6439,15,NA,2,21,"generalist",NA,0.43,NA,"demersal"
"Malacoctenus costaricanus","Springer, 1959","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Protemblemaria perla","Hastings, 2001","dd",NA,NA,NA,NA,NA,NA,NA,0.04079999924,NA,"reef-associated"
"Cathorops tuyra","(Meek &amp; Hildebrand, 1923)","dd",NA,NA,NA,NA,NA,NA,NA,0.29,NA,"demersal"
"Paralabrax humeralis","(Valenciennes, 1828)","dd",52.0333,43,4.1,2.1,8.5,NA,2462,0.545,NA,NA
"Leuropharus lasiops","Rosenblatt &amp; McCosker, 1970","dd",1.0033,1,NA,0.8,2.4,NA,NA,0.17,NA,NA
"Cerdale ionthas","Jordan &amp; Gilbert, 1882","dd",NA,NA,NA,NA,NA,NA,NA,0.075,0.5,"demersal"
"Akko brevis","(G<fc>nther, 1864)","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Citharichthys gordae","Beebe &amp; Tee-Van, 1938","dd",NA,NA,NA,NA,NA,NA,NA,0.1469999981,109.5,"demersal"
"Hemilutjanus macrophthalmos","(Tschudi, 1846)","dd",NA,NA,NA,NA,NA,NA,1741,0.5,32.5,"pelagic-neritic"
"Akko rossi","Van Tassell &amp; Baldwin, 2004","dd",NA,NA,NA,NA,NA,NA,NA,0.09,8.5,"demersal"
"Bollmannia umbrosa","Ginsburg, 1939","dd",NA,NA,NA,NA,NA,NA,NA,0.14,NA,"demersal"
"Citharichthys gnathus","Hoshino &amp; Amaoka 1999","dd",NA,NA,NA,NA,NA,NA,NA,0.1322000027,NA,"demersal"
"Ekemblemaria lira","Hastings, 1992","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Opistognathus fenmutis","Acero P. &amp; Franke, 1993","dd",NA,NA,NA,NA,NA,NA,NA,0.2710000038,67.5,"demersal"
"Ethadophis byrnei","Rosenblatt &amp; McCosker, 1970","dd",NA,NA,NA,NA,NA,NA,NA,0.51,NA,"demersal"
"Callechelys galapagensis","McCosker &amp; Rosenblatt, 1972","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Ophichthus apachus","McCosker &amp; Rosenblatt, 1998","dd",NA,NA,NA,NA,NA,NA,NA,0.2310000038,4,"demersal"
"Leptenchelys vermiformis","Myers &amp; Wade, 1941","dd",NA,NA,NA,NA,NA,NA,NA,0.115,NA,"demersal"
"Bollmannia macropoma","Gilbert, 1892","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Lythrypnus alphigena","Bussing, 1990","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Pomadasys schyrii","Steindachner, 1900","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Evermannia erici","Bussing, 1983","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Guavina micropus","Ginsburg, 1953","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Orthopristis cantharinus","(Jenyns, 1840)","dd",NA,NA,NA,NA,NA,NA,NA,0.38,30,"demersal"
"Paraclinus ditrichus","Rosenblatt &amp; Parr, 1969","dd",NA,NA,NA,NA,NA,NA,NA,NA,3,"demersal"
"Starksia hoesei","Rosenblatt &amp; Taylor, 1971","dd",NA,NA,NA,NA,NA,NA,NA,NA,28,"demersal"
"Chriolepis cuneata","Bussing, 1990","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Labrisomus pomaspilus","Springer &amp; Rosenblatt, 1965","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Parrella ginsburgi","Wade, 1946","dd",NA,NA,NA,NA,NA,NA,NA,0.08,5.5,"demersal"
"Trachurus murphyi","Nichols, 1920","dd",53.7732,154,3.5,7.1,31.9,NA,NA,0.7,NA,NA
"Gymnothorax serratidens","(Hildebrand &amp; Barton, 1949)","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Brotula clarkae","Hubbs, 1944","dd",NA,NA,NA,NA,NA,NA,NA,1.15,NA,"benthopelagic"
"Barbulifer mexicanus","Hoese &amp; Larson, 1985","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Evermannia longipinnis","(Steindachner, 1879)","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Exocoetus peruvianus","(Parin &amp; Shakhovskoy 2000)","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic"
"Tomicodon prodomus","Briggs, 1969","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Lythrypnus solanensis","Acero P., 1981","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
"Barbulifer pantherinus","(Pellegrin, 1901)","dd",NA,NA,NA,NA,NA,NA,NA,0.05199999809,16,"demersal"
"Emblemaria walkeri","Stephens, 1963","dd",NA,NA,NA,NA,NA,NA,NA,0.065,12.5,"demersal"
"Hypsoblennius caulopus","(Gilbert, 1898)","dd",NA,NA,NA,NA,NA,NA,NA,0.09,NA,"reef-associated"
"Carapus dubius","(Putnam, 1874)","dd",NA,NA,NA,NA,NA,NA,NA,0.15,40.5,"demersal"
"Starksia lepidogaster","Rosenblatt &amp; Taylor, 1971","dd",NA,NA,NA,NA,NA,NA,NA,NA,6.5,"demersal"
"Coris nigrotaenia","Mee &amp; Hare, 1995","dd",NA,NA,NA,NA,NA,NA,NA,0.435,11,"reef-associated"
"Bodianus tanyokidus","Gomon &amp; Madden, 1981","dd",NA,NA,NA,NA,NA,NA,NA,0.1770000076,NA,"reef-associated"
"Leptojulis lambdastigma","Randall &amp; Ferraris, 1981","dd",NA,NA,NA,NA,NA,NA,NA,0.1364999962,75.5,"demersal"
"Xyrichtys rajagopalani","Venkataramanujam, Venkataramani &amp; Ramanathan, 1987","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal"
