date,data_src,genus,species,length_m,mass_g,depth_num,depth_zone,commercial
1892,fbs,Alepocephalus,blanfordii,NA,NA,1950,benthopelagic,NA
1979,fbs,Alepocephalus,dentifer,30.5,NA,1630,bathydemersal,NA
1899,fbs,Alepocephalus,fundulus,18,NA,2692,bathydemersal,NA
1909,fbs,Alepocephalus,longiceps,16,NA,NA,bathydemersal,NA
1984,fbs,Alepocephalus,longirostris,41,NA,1268.5,bathydemersal,NA
1961,fbs,Alepocephalus,melas,NA,NA,NA,bathydemersal,NA
1908,fbs,Alepocephalus,owstoni,40,NA,800,bathydemersal,NA
1993,fbs,Alepocephalus,planifrons,NA,NA,575,bathydemersal,NA
1883,fbs,Alepocephalus,productus,41,NA,2325,bathydemersal,0
1820,fbs,Alepocephalus,rostratus,50,NA,1275,bathydemersal,0
1892,fbs,Alepocephalus,tenebrosus,61,NA,2773,bathydemersal,NA
1984,fbs,Alepocephalus,triangularis,24,NA,1070,bathydemersal,NA
1914,fbs,Alepocephalus,umbriceps,63,NA,1250,bathydemersal,NA
1960,fbs,Alertichthys,blacki,NA,NA,503.5,bathydemersal,NA
1970,fbs,Alloblennius,pictus,2.599999905,NA,NA,demersal,NA
1930,fbs,Allocareproctus,jordani,34,730,353,bathydemersal,0
2006,fbs,Allocareproctus,kallaion,19.5,NA,368,bathydemersal,NA
2006,fbs,Allocareproctus,tanix,NA,NA,362,bathydemersal,NA
2006,fbs,Allocareproctus,unangas,NA,NA,337.5,bathydemersal,NA
2006,fbs,Allocareproctus,ungak,12.93000031,NA,389.5,bathydemersal,NA
1907,fbs,Alloclinus,holderi,10,NA,NA,demersal,NA
1960,fbs,Allocyttus,folletti,42,1300,549,bathydemersal,NA
1982,fbs,Allocyttus,guineensis,23.20000076,NA,1065,bathypelagic,NA
1988,fbs,Allocyttus,niger,47,1500,930,bathypelagic,1
1906,fbs,Allocyttus,verrucosus,42.5,2000,900,bathypelagic,1
1966,fbs,Allomicrodesmus,dorotheae,NA,NA,NA,reef-associated,NA
1931,fbs,Allomycterus,pilatus,50,NA,155,demersal,NA
1854,fbs,Allosmerus,elongatus,22.89999962,NA,52,demersal,NA
1948,fbs,Allothunnus,fallai,105,13700,10,pelagic-oceanic,1
1935,fbs,Alopias,pelagicus,428,NA,150,pelagic-oceanic,1
1841,fbs,Alopias,superciliosus,487.9849854,363800,365,pelagic-oceanic,1
1788,fbs,Alopias,vulpinus,573.2999878,348000,325,pelagic-oceanic,1
1814,fbs,Alosa,aestivalis,40,200,30,pelagic-neritic,1
1896,fbs,Alosa,alabamae,51,NA,NA,pelagic-neritic,1
1916,fbs,Alosa,algeriensis,43.5,NA,NA,pelagic-neritic,NA
1758,fbs,Alosa,alosa,69,4000,155,pelagic-neritic,1
1838,fbs,Alosa,caspia,32,250,NA,pelagic-neritic,1
1820,fbs,Alosa,chrysochloris,50,1700,NA,pelagic-neritic,1
1803,fbs,Alosa,fallax,60,1500,205,pelagic-neritic,1
1835,fbs,Alosa,immaculata,39,NA,46.5,pelagic-neritic,1
1887,fbs,Alosa,kessleri,52,1200,42.5,pelagic-oceanic,1
1901,fbs,Alosa,maeotica,32,NA,NA,pelagic-neritic,1
1814,fbs,Alosa,mediocris,60,NA,NA,pelagic-neritic,1
1811,fbs,Alosa,pseudoharengus,40,200,75,pelagic-neritic,1
1811,fbs,Alosa,sapidissima,76,5500,125,pelagic-neritic,1
1901,fbs,Alosa,tanaica,24.60000038,59,60,pelagic-neritic,NA
1793,fbs,Alphestes,afer,33,NA,16,reef-associated,1
1936,fbs,Alphestes,immaculatus,30,NA,25.5,demersal,0
1867,fbs,Alphestes,multiguttatus,30,NA,NA,demersal,0
1955,fbs,Alticus,anjouanae,7.619999886,NA,NA,demersal,NA
1938,fbs,Alticus,arnoldorum,8,NA,NA,reef-associated,NA
1868,fbs,Alticus,kirkii,11,NA,NA,demersal,NA
1964,fbs,Alticus,magnusi,NA,NA,NA,demersal,NA
1869,fbs,Alticus,monochrus,10,NA,NA,demersal,0
1880,fbs,Alticus,montanoi,10,NA,NA,demersal,NA
1955,fbs,Alticus,orientalis,8.75,NA,NA,benthopelagic,NA
1788,fbs,Alticus,saliens,10,NA,1,demersal,NA
1903,fbs,Alticus,sertatus,8,NA,2.5,reef-associated,NA
1971,fbs,Alticus,simplicirrus,12,NA,NA,reef-associated,NA
1928,fbs,Altrichthys,azurelineatus,6.5,NA,5.5,reef-associated,NA
1999,fbs,Altrichthys,curatus,6.5,NA,5.5,reef-associated,NA
1855,fbs,Aluterus,heudelotii,45,NA,1001.5,demersal,NA
1758,fbs,Aluterus,monoceros,76.19999695,2710,40.5,reef-associated,1
1792,fbs,Aluterus,schoepfii,61,NA,451.5,reef-associated,0
1765,fbs,Aluterus,scriptus,110,2500,61.5,reef-associated,NA
1962,fbs,Amamiichthys,matsubarai,60,NA,NA,benthopelagic,NA
1829,fbs,Amanses,scopas,20,NA,10.5,reef-associated,1
1969,fbs,Amarsipus,carlsbergi,21.20000076,NA,80,pelagic-neritic,0
1802,fbs,Ambassis,ambassis,15,NA,NA,demersal,NA
1828,fbs,Ambassis,dussumieri,10,NA,NA,demersal,0
1802,fbs,Ambassis,gymnocephalus,16,NA,NA,demersal,1
1853,fbs,Ambassis,interrupta,12,12,NA,demersal,1
1881,fbs,Ambassis,jacksoniensis,7,NA,3,demersal,NA
1858,fbs,Ambassis,kopsii,10.19999981,NA,NA,demersal,1
1849,fbs,Ambassis,macracanthus,10.5,NA,NA,demersal,NA
1872,fbs,Ambassis,miops,10.30000019,NA,1,demersal,NA
1822,fbs,Ambassis,nalua,12.5,NA,NA,demersal,NA
1908,fbs,Ambassis,natalensis,9,NA,NA,demersal,0
1852,fbs,Ambassis,urotaenia,14,NA,NA,demersal,NA
1846,fbs,Ambassis,vachellii,6.5,NA,NA,demersal,NA
1957,fbs,Ammodytoides,renniei,7.300000191,NA,NA,reef-associated,NA
1916,fbs,Ammodytoides,vagus,15,NA,20,demersal,NA
2008,fbs,Ammodytoides,xanthops,12.19999981,NA,44,pelagic-neritic,NA
1997,fbs,Ammolabrus,dicrus,9.409999847,NA,12.5,benthopelagic,NA
1926,fbs,Ammotretis,brevipinnis,38,NA,NA,demersal,NA
1914,fbs,Ammotretis,elongatus,22,NA,NA,demersal,NA
1844,fbs,Ammotretis,lituratus,23,NA,60,demersal,NA
1914,fbs,Ammotretis,macrolepis,10,NA,60,demersal,NA
1862,fbs,Ammotretis,rostratus,30,NA,40.5,demersal,1
1845,fbs,Amniataba,caudavittata,30,NA,NA,benthopelagic,NA
2020,fbs,Antigonia,emanuela,6.639999866,NA,114,demersal,NA
1905,fbs,Antigonia,eos,12.39999962,NA,155.5,benthopelagic,NA
2005,fbs,Antigonia,hulleyi,7.900000095,NA,188.5,demersal,NA
1986,fbs,Antigonia,indica,9.300000191,NA,NA,demersal,NA
2005,fbs,Antigonia,kenyae,4.400000095,NA,NA,demersal,NA
1913,fbs,Antigonia,malayana,6.699999809,NA,234.5,demersal,NA
2006,fbs,Antigonia,ovalis,5.599999905,NA,167.5,bathydemersal,NA
2006,fbs,Antigonia,quiproqua,6.5,NA,195,demersal,NA
1915,fbs,Antigonia,rhomboidea,11,NA,475,bathydemersal,NA
1860,fbs,Antigonia,rubescens,15,NA,400,benthopelagic,NA
1910,fbs,Antigonia,rubicunda,10.60000038,NA,232.5,bathydemersal,NA
1986,fbs,Antigonia,saya,12,NA,255,bathydemersal,NA
2006,fbs,Antigonia,socotrae,11.19999981,NA,305,bathydemersal,NA
2005,fbs,Antigonia,undulata,9.800000191,NA,311.5,demersal,NA
1986,fbs,Antigonia,xenolepis,11.30000019,NA,NA,bathydemersal,NA
2012,fbs,Antilligobius,nikkiae,2.670000076,NA,144,reef-associated,NA
1890,fbs,Antimora,microlepis,75,2100,1611.5,bathypelagic,0
1914,fbs,Ambiserrula,jugosa,12.10000038,NA,34,demersal,NA
1853,fbs,Amblychaeturichthys,hexanema,17.39999962,24.79999924,NA,demersal,1
1901,fbs,Amblychaeturichthys,sciistius,6,NA,NA,demersal,1
1903,fbs,Amblycirrhitus,bimacula,8.5,NA,10,reef-associated,NA
1978,fbs,Amblycirrhitus,earnshawi,6.650000095,NA,12.5,demersal,NA
1858,fbs,Amblycirrhitus,oxyrhynchos,5.199999809,NA,NA,demersal,NA
1927,fbs,Amblycirrhitus,pinos,9.5,NA,24,reef-associated,NA
1957,fbs,Amblycirrhitus,unimacula,8.5,NA,NA,reef-associated,NA
1999,fbs,Amblyeleotris,arcupinna,11,NA,18.5,demersal,NA
1977,fbs,Amblyeleotris,aurora,11,NA,22.5,reef-associated,NA
2004,fbs,Amblyeleotris,bellicauda,NA,NA,NA,demersal,NA
2004,fbs,Amblyeleotris,biguttata,10.39999962,NA,30.5,demersal,NA
2006,fbs,Amblyeleotris,bleekeri,5.769999981,NA,15.5,demersal,NA
1979,fbs,Amblyeleotris,callopareia,7.800000191,NA,75,demersal,NA
1958,fbs,Amblyeleotris,delicatulus,NA,NA,NA,demersal,NA
1979,fbs,Amblyeleotris,diagonalis,11,NA,23,reef-associated,NA
1994,fbs,Amblyeleotris,downingi,14,NA,16.5,demersal,NA
2004,fbs,Amblyeleotris,ellipse,4.400000095,NA,27.5,demersal,NA
1953,fbs,Amblyeleotris,fasciata,8,NA,12,reef-associated,NA
1853,fbs,Amblyeleotris,fontanesii,25,NA,17.5,reef-associated,NA
1938,fbs,Amblyeleotris,guttata,11,NA,25,reef-associated,NA
1853,fbs,Amblyeleotris,gymnocephala,14,NA,20,reef-associated,0
2002,fbs,Amblyeleotris,harrisorum,NA,NA,NA,demersal,NA
1957,fbs,Amblyeleotris,japonica,8.5,NA,NA,demersal,NA
1979,fbs,Amblyeleotris,latifasciata,13,NA,22.5,demersal,NA
1979,fbs,Amblyeleotris,macronema,8,NA,NA,reef-associated,NA
2002,fbs,Amblyeleotris,marquesas,7.5,NA,NA,demersal,NA
1996,fbs,Amblyeleotris,masuii,11,NA,23.5,demersal,NA
2000,fbs,Amblyeleotris,melanocephala,NA,NA,41,demersal,NA
2009,fbs,Amblyeleotris,neglecta,3.400000095,NA,24.5,benthopelagic,NA
2006,fbs,Amblyeleotris,neumanni,5.489999771,NA,NA,demersal,NA
1981,fbs,Amblyeleotris,novaecaledoniae,9.5,NA,11.5,reef-associated,NA
1978,fbs,Amblyeleotris,ogasawarensis,10,NA,27.5,demersal,NA
1853,fbs,Amblyeleotris,periophthalma,11,NA,20,reef-associated,NA
1978,fbs,Amblyeleotris,randalli,12,NA,NA,reef-associated,NA
1979,fbs,Amblyeleotris,rhyax,NA,NA,37.5,reef-associated,NA
2002,fbs,Amblyeleotris,rubrimarginata,11,NA,11,demersal,NA
1974,fbs,Amblyeleotris,steinitzi,13,NA,22.5,reef-associated,NA
2004,fbs,Amblyeleotris,stenotaeniata,6.599999905,NA,15,demersal,NA
1969,fbs,Amblyeleotris,sungami,10,NA,NA,reef-associated,NA
2006,fbs,Amblyeleotris,taipinensis,4.420000076,NA,NA,demersal,NA
1994,fbs,Amblyeleotris,triguttata,9,NA,9.5,demersal,NA
1977,fbs,Amblyeleotris,wheeleri,10,NA,22.5,reef-associated,NA
1996,fbs,Amblyeleotris,yanoi,13,NA,19,reef-associated,NA
1849,fbs,Amblygaster,clupeoides,21,NA,25,reef-associated,1
2017,fbs,Amblygaster,indiana,2.930000067,NA,NA,pelagic-neritic,NA
1847,fbs,Amblygaster,leiogaster,23,NA,25,pelagic-neritic,0
1792,fbs,Amblygaster,sirm,27,NA,42.5,reef-associated,1
1830,fbs,Amblyglyphidodon,aureus,13,NA,24,reef-associated,NA
1995,fbs,Amblyglyphidodon,batunai,10,NA,6,reef-associated,NA
1787,fbs,Amblyglyphidodon,curacao,11,NA,20.5,reef-associated,0
1981,fbs,Amblyglyphidodon,flavilatus,10,NA,16,reef-associated,NA
2012,fbs,Amblyglyphidodon,flavopurpureus,9.399999619,NA,20,reef-associated,NA
2002,fbs,Amblyglyphidodon,indicus,8.300000191,NA,8.5,reef-associated,NA
1847,fbs,Amblyglyphidodon,leucogaster,13,NA,23.5,reef-associated,1
2002,fbs,Amblyglyphidodon,melanopterus,10.17000008,NA,5,reef-associated,NA
1853,fbs,Amblyglyphidodon,orbicularis,8.300000191,NA,NA,demersal,NA
2012,fbs,Amblyglyphidodon,silolona,12.5,NA,6.5,reef-associated,NA
1853,fbs,Amblyglyphidodon,ternatensis,10,NA,8,reef-associated,NA
1830,fbs,Amblygobius,albimaculatus,18,NA,NA,reef-associated,NA
1927,fbs,Amblygobius,buanensis,7.5,NA,7.5,reef-associated,NA
1844,fbs,Amblygobius,bynoensis,10,NA,NA,demersal,NA
2016,fbs,Amblygobius,calvatus,3.299999952,NA,15,reef-associated,NA
2016,fbs,Amblygobius,cheraphilus,2.74000001,NA,10,reef-associated,NA
1855,fbs,Amblygobius,decussatus,9.5,NA,14,reef-associated,NA
1939,fbs,Amblygobius,esakiae,8.5,NA,8.5,reef-associated,NA
1927,fbs,Amblygobius,linki,6.5,NA,5.5,reef-associated,NA
1968,fbs,Amblygobius,magnusi,5.300000191,NA,NA,demersal,NA
1945,fbs,Amblygobius,nocturnus,10,NA,15.5,reef-associated,NA
1837,fbs,Amblygobius,phalaena,15,NA,NA,reef-associated,1
1833,fbs,Amblygobius,semicinctus,11,NA,10.5,reef-associated,NA
1867,fbs,Amblygobius,sewardii,NA,NA,NA,benthopelagic,NA
1837,fbs,Amblygobius,sphynx,18,NA,10.5,reef-associated,1
1851,fbs,Amblygobius,stethophthalmus,8.5,NA,7.5,demersal,NA
1959,fbs,Amblygobius,tekomaji,3.799999952,NA,NA,demersal,NA
1890,fbs,Amblyotrypauchen,arctocephalus,NA,NA,64.5,demersal,NA
1839,fbs,Amblypomacentrus,breviceps,8.5,NA,18.5,reef-associated,NA
2000,fbs,Amblypomacentrus,clarus,6,NA,20,reef-associated,NA
2004,fbs,Amblypomacentrus,vietnamicus,NA,NA,NA,reef-associated,NA
1899,fbs,Amblyraja,badia,86,NA,1691.5,bathydemersal,0
1935,fbs,Amblyraja,doellojuradoi,69,NA,345,demersal,NA
1968,fbs,Amblyraja,frerichsi,91,NA,1605,bathydemersal,NA
1938,fbs,Amblyraja,georgiana,115,NA,185,bathydemersal,0
1879,fbs,Amblyraja,hyperborea,112,NA,1508.5,bathydemersal,0
1950,fbs,Amblyraja,jenseni,74.25,NA,1357.5,bathydemersal,NA
1808,fbs,Amblyraja,radiata,105,11400,772.5,demersal,1
1906,fbs,Amblyraja,reversa,60,NA,NA,bathydemersal,NA
1970,fbs,Amblyraja,robertsi,77,NA,NA,bathydemersal,NA
1987,fbs,Amblyraja,taaf,90,NA,375,bathydemersal,0
1785,fbs,Amblyrhynchotes,honckenii,30,NA,200,reef-associated,0
1962,fbs,Amblyrhynchotes,rufopunctatus,NA,NA,NA,demersal,NA
1977,fbs,Ambophthalmos,angustus,29,NA,589,bathydemersal,NA
1999,fbs,Ambophthalmos,eurystigmatephoros,26.20000076,NA,256,bathydemersal,NA
1977,fbs,Ambophthalmos,magnicirrus,25,NA,NA,demersal,NA
1877,fbs,Amioides,polyacanthus,22,NA,173,benthopelagic,1
2000,fbs,Amissidens,hainesi,32,NA,NA,demersal,NA
1842,fbs,Ammodytes,americanus,23.5,NA,36.5,demersal,1
1837,fbs,Ammodytes,dubius,25,NA,54,demersal,1
1814,fbs,Ammodytes,hexapterus,30,100,137.5,benthopelagic,1
1934,fbs,Ammodytes,marinus,25,NA,80,benthopelagic,1
1856,fbs,Ammodytes,personatus,15,NA,86,demersal,1
1758,fbs,Ammodytes,tobianus,20,NA,48.5,demersal,1
1895,fbs,Ammodytoides,gilli,11.60000038,NA,NA,demersal,NA
2008,fbs,Ammodytoides,idai,12.13000011,NA,16.5,benthopelagic,NA
2013,fbs,Ammodytoides,kanazawai,6.320000172,NA,NA,pelagic-neritic,NA
1993,fbs,Ammodytoides,kimurai,12.06000042,NA,NA,demersal,NA
2000,fbs,Ammodytoides,leptus,12.69999981,NA,54.5,demersal,NA
2008,fbs,Ammodytoides,praematura,6.099999905,NA,NA,benthopelagic,NA
1994,fbs,Ammodytoides,pylei,17.29999924,NA,63.5,benthopelagic,NA
1875,fbs,Amoya,gracilis,14,NA,NA,demersal,NA
1868,fbs,Amoya,madraspatensis,7,NA,NA,demersal,0
1855,fbs,Amoya,signata,5.5,NA,1.5,demersal,NA
1905,fbs,Amphelikturus,dendriticus,7.5,NA,8.5,demersal,NA
1840,fbs,Amphiarius,phrygiatus,35.5,NA,10.5,demersal,1
1840,fbs,Amphiarius,rugispinis,47,NA,NA,demersal,1
1903,fbs,Amphichaetodon,howensis,18,NA,80,reef-associated,NA
1978,fbs,Amphichaetodon,melbae,14.5,NA,11.5,reef-associated,0
1837,fbs,Amphichthys,cryptocentrus,40,1200,35,reef-associated,1
1839,fbs,Amphichthys,rubigenis,NA,NA,NA,demersal,NA
1853,fbs,Amphiprion,akallopisos,11,NA,14,reef-associated,0
1972,fbs,Amphiprion,akindynos,9,NA,13,reef-associated,NA
1970,fbs,Amphiprion,allardi,15,NA,15.5,reef-associated,NA
2008,fbs,Amphiprion,barberi,8.579999924,NA,6,reef-associated,NA
1830,fbs,Amphiprion,bicinctus,14,NA,15.5,reef-associated,NA
1972,fbs,Amphiprion,chagosensis,11,NA,17.5,reef-associated,NA
1830,fbs,Amphiprion,chrysogaster,15,NA,21,reef-associated,NA
1830,fbs,Amphiprion,chrysopterus,17,NA,20.5,reef-associated,0
1830,fbs,Amphiprion,clarkii,15,NA,30.5,reef-associated,0
1790,fbs,Amphiprion,ephippium,14,NA,8.5,reef-associated,NA
1856,fbs,Amphiprion,frenatus,14,NA,6.5,reef-associated,NA
1972,fbs,Amphiprion,fuscocaudatus,14,NA,17.5,reef-associated,NA
1900,fbs,Amphiprion,latezonatus,14,NA,27.5,reef-associated,NA
1972,fbs,Amphiprion,latifasciatus,13,NA,6.5,reef-associated,NA
1973,fbs,Amphiprion,leucokranos,12,NA,7,reef-associated,NA
1929,fbs,Amphiprion,mccullochi,12,NA,23.5,reef-associated,NA
1852,fbs,Amphiprion,melanopus,12,NA,9.5,reef-associated,0
1908,fbs,Amphiprion,nigripes,11,NA,13.5,reef-associated,NA
1830,fbs,Amphiprion,ocellaris,11,NA,8,reef-associated,0
1991,fbs,Amphiprion,omanensis,14,NA,6,reef-associated,NA
2010,fbs,Amphiprion,pacificus,4.829999924,NA,7,reef-associated,NA
1802,fbs,Amphiprion,percula,11,NA,8,reef-associated,0
1855,fbs,Amphiprion,perideraion,10,NA,19.5,reef-associated,0
1758,fbs,Amphiprion,polymnus,13,NA,16,reef-associated,0
1842,fbs,Amphiprion,rubrocinctus,12,NA,4.5,reef-associated,NA
1972,fbs,Amphiprion,sandaracinos,14,NA,11.5,reef-associated,NA
1853,fbs,Amphiprion,sebae,16,NA,13.5,reef-associated,NA
1981,fbs,Amphiprion,thiellei,9,NA,NA,reef-associated,NA
1953,fbs,Amphiprion,tricinctus,12,NA,21.5,reef-associated,0
1854,fbs,Amphistichus,argenteus,43,2000,36.5,demersal,1
1933,fbs,Amphistichus,koelzi,31,NA,4.5,demersal,NA
1854,fbs,Amphistichus,rhodoterus,41,NA,3.5,demersal,NA
1987,fbs,Amsichthys,knighti,4.5,NA,20,reef-associated,NA
1861,fbs,Anableps,dowii,22,NA,NA,demersal,NA
1983,fbs,Anacanthobatis,donghaiensis,44,NA,600,bathydemersal,NA
1923,fbs,Anacanthobatis,marmorata,29,NA,276,bathydemersal,NA
1981,fbs,Anacanthobatis,nanhaiensis,NA,NA,487,bathydemersal,NA
2008,fbs,Anacanthobythites,platycephalus,10.64999962,NA,9,reef-associated,NA
2008,fbs,Anacanthobythites,tasmaniensis,5.260000229,NA,NA,reef-associated,NA
1830,fbs,Anacanthus,barbatus,35,NA,11,reef-associated,1
1829,fbs,Anampses,caeruleopunctatus,42,NA,16.5,reef-associated,1
1958,fbs,Anampses,chrysocephalus,17,NA,75.5,reef-associated,0
1824,fbs,Anampses,cuvier,31,NA,14,reef-associated,0
1889,fbs,Anampses,elegans,29,NA,18.5,reef-associated,0
1972,fbs,Anampses,femininus,24,NA,20,reef-associated,NA
1840,fbs,Anampses,geographicus,31,NA,13,reef-associated,1
1959,fbs,Anampses,lennardi,28,NA,NA,reef-associated,NA
1972,fbs,Anampses,lineatus,13,NA,27.5,reef-associated,NA
1857,fbs,Anampses,melanurus,12,NA,27.5,reef-associated,NA
1840,fbs,Anampses,meleagrides,22,NA,31.5,reef-associated,1
1878,fbs,Anampses,neoguinaicus,20,NA,17,reef-associated,1
1856,fbs,Anampses,twistii,18,NA,17.5,reef-associated,1
1835,fbs,Anaora,tentaculata,6,NA,15.5,reef-associated,NA
1906,fbs,Anarchias,allardicei,17,NA,NA,demersal,0
1943,fbs,Anarchias,cantonensis,21.89999962,NA,NA,reef-associated,NA
1913,fbs,Anarchias,euryurus,25,NA,55,demersal,NA
2010,fbs,Anarchias,exulatus,29.29999924,NA,NA,reef-associated,NA
1940,fbs,Anarchias,galapagensis,17,NA,NA,demersal,NA
1904,fbs,Anarchias,leucurus,11.5,NA,26,reef-associated,NA
1877,fbs,Anarchias,longicauda,NA,NA,NA,demersal,NA
2010,fbs,Anarchias,schultzi,15.89999962,NA,13,reef-associated,NA
1962,fbs,Anarchias,seychellensis,29,NA,17.5,reef-associated,NA
1913,fbs,Anarchias,similis,20,NA,100,reef-associated,NA
2006,fbs,Anarchias,supremus,19.10000038,NA,NA,demersal,NA
1884,fbs,Anarchopterus,criniger,10,NA,NA,demersal,NA
1978,fbs,Anarchopterus,tectus,12.5,NA,NA,demersal,NA
1845,fbs,Anarhichas,denticulatus,180,20000,880,benthopelagic,0
1758,fbs,Anarhichas,lupus,150,23580,300.5,demersal,1
1772,fbs,Anarhichas,minor,180,27900,312.5,demersal,1
1814,fbs,Anarhichas,orientalis,112,NA,50,demersal,NA
1855,fbs,Anarrhichthys,ocellatus,240,18400,113.5,demersal,1
1990,fbs,Anatolanthias,apiomycter,NA,NA,134,pelagic-neritic,NA
1909,fbs,Anchichoerops,natalensis,75,NA,NA,reef-associated,1
1945,fbs,Anchoa,analis,10,NA,1.5,pelagic-neritic,1
1904,fbs,Anchoa,argentivittata,12.5,NA,25,pelagic-neritic,0
1906,fbs,Anchoa,cayorum,11,NA,NA,pelagic-oceanic,1
1943,fbs,Anchoa,chamensis,6,NA,25,pelagic-neritic,NA
1874,fbs,Anchoa,choerostoma,7.5,NA,25,pelagic-neritic,1
1943,fbs,Anchoa,colonensis,14,NA,25,pelagic-neritic,1
1858,fbs,Anchoa,compressa,13.30000019,NA,25,pelagic-neritic,NA
1868,fbs,Anchoa,cubana,10,NA,30,pelagic-neritic,0
1882,fbs,Anchoa,curta,8.899999619,NA,25,pelagic-neritic,NA
1854,fbs,Anchoa,delicatissima,12,NA,25,pelagic-neritic,0
1923,fbs,Anchoa,eigenmannia,8,NA,25,pelagic-neritic,1
1882,fbs,Anchoa,exigua,7.5,NA,25,pelagic-neritic,NA
1915,fbs,Anchoa,filifera,12,NA,NA,pelagic-neritic,1
1921,fbs,Anchoa,helleri,8.5,NA,25,pelagic-neritic,NA
1758,fbs,Anchoa,hepsetus,15.30000019,NA,35.5,pelagic-neritic,1
1882,fbs,Anchoa,ischana,17,NA,25,pelagic-neritic,0
1879,fbs,Anchoa,januaria,10.19999981,NA,25,pelagic-neritic,0
1943,fbs,Anchoa,lamprotaenia,12,NA,25,pelagic-neritic,0
1882,fbs,Anchoa,lucida,13.19999981,NA,30.5,pelagic-neritic,NA
1900,fbs,Anchoa,lyolepis,12,NA,27.5,reef-associated,0
1943,fbs,Anchoa,marinii,14,NA,NA,pelagic-oceanic,NA
1848,fbs,Anchoa,mitchilli,10,NA,35.5,pelagic-neritic,1
1898,fbs,Anchoa,mundeola,12.5,NA,NA,pelagic-neritic,0
1928,fbs,Anchoa,mundeoloides,15,NA,NA,pelagic-neritic,0
1867,fbs,Anchoa,nasus,17,NA,71,pelagic-neritic,1
1876,fbs,Anchoa,panamensis,18.70000076,49.79999924,25,pelagic-neritic,0
1923,fbs,Anchoa,parva,9.100000381,NA,25,pelagic-neritic,1
1943,fbs,Anchoa,pectoralis,6.800000191,NA,11.5,pelagic-neritic,0
1895,fbs,Anchoa,scofieldi,6.199999809,NA,25,pelagic-neritic,NA
1848,fbs,Anchoa,spinifer,24,66.30000305,28,pelagic-neritic,1
1898,fbs,Anchoa,starksi,7.699999809,NA,25,pelagic-neritic,1
1829,fbs,Anchoa,tricolor,14.89999962,24.10000038,25,pelagic-neritic,1
1915,fbs,Anchoa,trinitatis,14,NA,1.5,pelagic-neritic,1
1970,fbs,Anchoa,walkeri,14.5,NA,25,pelagic-neritic,0
1839,fbs,Anchovia,clupeoides,30,NA,25,benthopelagic,1
1863,fbs,Anchovia,macrolepidota,25,57.40000153,25,pelagic-neritic,1
1926,fbs,Anchoviella,balboae,7.199999809,NA,NA,pelagic-neritic,NA
1943,fbs,Anchoviella,blackburni,3,NA,25,pelagic-neritic,NA
1868,fbs,Anchoviella,brevirostris,9,NA,25.5,pelagic-neritic,0
1946,fbs,Anchoviella,cayennensis,13.5,NA,NA,pelagic-neritic,0
1923,fbs,Anchoviella,elongata,11,NA,NA,pelagic-neritic,0
1911,fbs,Anchoviella,lepidentostole,18,32,25.5,pelagic-neritic,1
1860,fbs,Anchoviella,perfasciata,11,NA,25,pelagic-neritic,0
2010,fbs,Ancistrogobius,dipus,4.239999771,NA,25,benthopelagic,NA
2010,fbs,Ancistrogobius,squamiceps,2.980000019,NA,25,benthopelagic,NA
2010,fbs,Ancistrogobius,yanoi,3.680000067,NA,6,benthopelagic,NA
2010,fbs,Ancistrogobius,yoshigoui,4.059999943,NA,17.5,benthopelagic,NA
1966,fbs,Ancylopsetta,antillarum,NA,NA,435,bathydemersal,NA
1959,fbs,Ancylopsetta,cycloidea,25,NA,165,demersal,1
1890,fbs,Ancylopsetta,dendritica,35,NA,59,demersal,1
1883,fbs,Ancylopsetta,dilecta,25,NA,212.5,demersal,NA
1959,fbs,Ancylopsetta,kumperae,25,NA,60,demersal,1
1966,fbs,Ancylopsetta,microctenus,NA,NA,NA,bathydemersal,NA
1883,fbs,Ancylopsetta,ommata,25,NA,57,demersal,NA
1792,fbs,Andamia,amphibius,NA,NA,1,demersal,NA
1909,fbs,Andamia,cyclocheilus,NA,NA,NA,reef-associated,NA
1858,fbs,Andamia,expansa,NA,NA,NA,demersal,NA
1857,fbs,Andamia,heteroptera,6.400000095,NA,NA,demersal,NA
1955,fbs,Andamia,pacifica,NA,NA,NA,reef-associated,NA
1880,fbs,Andamia,reyi,10,NA,1.5,reef-associated,NA
1858,fbs,Andamia,tetradactylus,10.5,NA,NA,demersal,NA
1978,fbs,Andriashevia,aptera,19.29999924,NA,517.5,bathydemersal,NA
1990,fbs,Andriashevicottus,megacephalus,23.60000038,NA,NA,demersal,NA
1758,fbs,Anguilla,anguilla,121.5,6599,350,demersal,1
1841,fbs,Anguilla,australis,130,7480,1500,benthopelagic,1
1831,fbs,Anguilla,bengalensis,200,6000,NA,benthopelagic,1
1844,fbs,Anguilla,bicolor,123,NA,NA,demersal,1
1856,fbs,Anguilla,celebesensis,150,NA,NA,demersal,1
1842,fbs,Anguilla,dieffenbachii,185,25000,NA,demersal,1
1938,fbs,Anguilla,interioris,80,NA,NA,demersal,NA
1846,fbs,Anguilla,japonica,150,1889,200.5,demersal,1
1852,fbs,Anguilla,labiata,175,20000,NA,demersal,1
2009,fbs,Anguilla,luzonensis,100,NA,NA,demersal,NA
1856,fbs,Anguilla,malgumora,80,NA,NA,demersal,0
1824,fbs,Anguilla,marmorata,70,20500,200.5,demersal,1
